DEL-06	DELETE /api/v1/servicos	405	405	PASS	DELETE na coleção (sem ID)
DEL-07	DELETE /api/v1/servicos/-1	404	404	PASS	ID negativo (-1)
DEL-08	DELETE /api/v1/servicos/8	204	204	PASS	Exclui serviço com id=8 (duplicado de nome)
DEL-09	GET /api/v1/servicos	200	200	PASS	Listagem após exclusões (9 e 8 ausentes)
ROTA-01	GET /api/v1/foo	404	404	PASS	Rota inexistente /api/v1/foo
ROTA-02	GET /	404	404	PASS	Rota inexistente na raiz /
ROTA-03	GET /api/v1/servicos/1/extra	404	404	PASS	Subrota inexistente /api/v1/servicos/1/extra
ROTA-04	GET /api/v2/servicos	404	404	PASS	Versão inexistente /api/v2/servicos
ROTA-05	GET /api/servicos	404	404	PASS	/api/servicos (sem versão)
ROTA-06	POST /api/v1/servicos/1	405	405	PASS	POST em /api/v1/servicos/1
ROTA-07	POST /api/v1/foo	404	404	PASS	POST em rota inexistente
ERR-01	GET /api/v1/servicos	500	500	PASS	GET /servicos com o PostgreSQL parado (erro inesperado -> handler genérico)
ERR-02	POST /api/v1/servicos	500	500	PASS	POST válido com o PostgreSQL parado
ERR-03	GET /api/v1/servicos	200	200	PASS	GET /servicos após religar o PostgreSQL (recuperação do pool)
